status,priority,section,level,company,code,desc,notes
pending,P2,2.4 交换机与交换芯片,🇨🇳 中国梯队,锐捷网络,301165,400G/800G 交换机 | 高速交换机收入占比大幅提升,
pending,P2,2.4 交换机与交换芯片,🇨🇳 中国梯队,中兴通讯,000063,交换机 + 路由器（自研芯片） | 通信全栈,
pending,P3,2.5 光纤光缆,🌍 全球龙一,康宁,GLW,全球光纤市占约 19% | 英伟达 32 亿美元锁定产能,
pending,P3,2.5 光纤光缆,🌍 全球龙二,长飞光纤,601869,全球市占约 13% | 预制棒份额连续 9 年超 11%,
pending,P3,2.5 光纤光缆,🌍 全球龙三,中天科技,600522,全球市占约 11.3% | Q1 净利+46%,
pending,P3,2.5 光纤光缆,🌍 全球龙四,亨通光电,600487,全球市占约 11.2% | Q1 净利+98.5%,
pending,P3,2.5 光纤光缆,🌍 全球龙六,烽火通信,600498,全球市占约 9.8% | OTN 领域实力雄厚,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 AI PCB 龙头,沪电股份,002463 | 高多层服务器/交换机 PCB,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 三强,深南电路,002916 | 封装载板 + 高多层 PCB,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 三强,兴森科技,002436 | FCBGA 载板,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 FPC 龙一,鹏鼎控股,002938 | FPC + HDI + SLD,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 弹性标的,东山精密,002384 | FPC + 通信 PCB + LED,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 服务器 PCB,胜宏科技,300476 | 高多层/HDI 数据中心板,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 多元 PCB,景旺电子,603228 | 多品类 PCB（汽车+服务器）,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 梯队,奥士康,002913 | 多层 PCB（服务器/通信）,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 梯队,世运电路,300979 | 多层 PCB（汽车/服务器）,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 梯队,生益电子,688183 | 高端 PCB（服务器/通信）,
pending,P2,2.6 PCB（印制电路板）,,🇨🇳 梯队,崇达技术,002815 | 多层 PCB,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,立讯精密,002475,连接器龙头 + 铜互连 + AEC + 整机,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,神宇股份,300563,高速铜缆（DAC 线缆）,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,沃尔核材,002130,高速通信线材（铜互连材料）,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,金信诺,300252,高速连接器 + 线缆,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,鼎通科技,688668,I/O 连接器组件,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,奕东电子,301123,FPC/连接器/精密组件,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,得润电子,002055,电子连接器,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,徕木股份,603633,精密连接器,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,中航光电,002179,高端连接器（军工/通信）,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,航天电器,002025,高端连接器（军工）,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,意华股份,002897,通信连接器,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,电连技术,300679,射频连接器,
pending,P2,2.7 铜互连 / AEC / ACC / 连接器,,长盈精密,300115,连接器/屏蔽件/结构件,
pending,P3,2.8 覆铜板（CCL）,,生益科技,600183,覆铜板（全球龙一）,
pending,P3,2.8 覆铜板（CCL）,,金安国纪,002636,覆铜板（中低端）,
pending,P3,2.8 覆铜板（CCL）,,华正新材,603186,覆铜板 + 绝缘材料,
pending,P3,2.8 覆铜板（CCL）,,超华科技,002288,覆铜板 + PCB,
pending,P3,2.8 覆铜板（CCL）,,南亚新材,688519,覆铜板,
pending,P3,2.8 覆铜板（CCL）,,宏昌电子,603002,覆铜板用环氧树脂,
pending,P3,2.9 光通信精密光学元件 🆕,🇨🇳 龙一,腾景科技,688195,精密光学元件(滤波片/偏振器件/隔离器) | 400G/800G高速光模块,
pending,P3,2.9 光通信精密光学元件 🆕,🇨🇳 梯队,福晶科技,002222,全球最大LBO/BBO晶体 | 已列，光学晶体垄断级,
pending,P3,2.9 光通信精密光学元件 🆕,🇨🇳 梯队,波长光电,301421,红外/可见光精密光学元件 | 光通信+激光双线,
pending,P3,2.9 光通信精密光学元件 🆕,🇨🇳 梯队,蓝特光学,688127,精密光学元件(玻璃非球面透镜) | 车载+光通信,
pending,P3,2.9 光通信精密光学元件 🆕,🇨🇳 梯队,炬光科技,688167,激光光学/光刻用光学系统 | 高功率激光光学,
pending,P3,2.9 光通信精密光学元件 🆕,🇨🇳 梯队,奥普光电,002338,光电测控/精密光学 | 光栅编码器+光学元件,
pending,P2,2.10 光电子器件陶瓷/金属封装外壳 🆕,,中瓷电子,003031,电子陶瓷外壳(AI氮化铝基板) | 全球双寡头之一，光通信陶瓷封装全球领先，AlN薄膜基板批量供货,
pending,P2,2.10 光电子器件陶瓷/金属封装外壳 🆕,,三环集团,300408,陶瓷插芯/陶瓷封装基座(全球龙一) | 光纤连接器陶瓷插芯全球份额超70%,
pending,P2,2.10 光电子器件陶瓷/金属封装外壳 🆕,,宏发股份,600885,继电器+陶瓷封装 | 光通信器件陶瓷管壳,
pending,P3,2.11 磷化铟 / 铌酸锂 / 光电化合物材料 🆕,,云南锗业,002428,磷化铟(InP)衬底/砷化镓(GaAs)衬底 | InP晶片用于光模块激光器/探测器，国内稀缺量产,
pending,P3,2.11 磷化铟 / 铌酸锂 / 光电化合物材料 🆕,,天通股份,600330,铌酸锂晶片(光调制器材料) | SAW滤波器/光调制器用铌酸锂晶片,
pending,P3,2.11 磷化铟 / 铌酸锂 / 光电化合物材料 🆕,,福晶科技,002222,非线性光学晶体+光芯片材料 | 已列，晶体材料全品类,
pending,P3,2.12 光纤上游材料（涂料 / 预制棒原料） 🆕,,飞凯材料,300398,光纤涂料/紫外固化材料 | 光纤涂覆材料国内龙一,
pending,P3,2.12 光纤上游材料（涂料 / 预制棒原料） 🆕,,石英股份,603688,光纤预制棒用高纯石英管 | 光纤制造关键耗材,
pending,P3,2.12 光纤上游材料（涂料 / 预制棒原料） 🆕,,菲利华,300395,光纤预制棒用石英玻璃 | 合成石英/气炼石英,
pending,P3,2.13 光网络设备（OTN/DWDM / 光传输系统） 🆕,,中兴通讯,000063,OTN/DWDM光传输设备（自研芯片）,
pending,P3,2.13 光网络设备（OTN/DWDM / 光传输系统） 🆕,,烽火通信,600498,OTN/SPN全系列传输设备,
pending,P3,2.13 光网络设备（OTN/DWDM / 光传输系统） 🆕,,德科立,688205,长距离光传输/OCS光交换,
pending,P3,2.13 光网络设备（OTN/DWDM / 光传输系统） 🆕,,瑞斯康达,603803,接入网光传输设备,
pending,P3,3.1 DRAM,,🌍 全球龙一,三星电子,005930.KS | DRAM 全球第一（40%+）,
pending,P3,3.1 DRAM,,🌍 全球龙二,SK 海力士,000660.KS | DRAM 全球第二,
pending,P3,3.1 DRAM,,🌍 全球龙三,美光,MU | DRAM 全球第三,
pending,P3,3.1 DRAM,,🇨🇳 中国龙一,兆易创新,603986 | NOR Flash 全球前三，利基 DRAM 国内第一,
pending,P3,3.1 DRAM,,🇨🇳 中国龙二,北京君正,300223 | 车载存储龙头（ISSI 矽成）,
pending,P3,3.1 DRAM,,🇨🇳 中国梯队,东芯股份,688110 | NAND+DRAM 全布局,
pending,P3,3.1 DRAM,,🇨🇳 中国梯队,普冉股份,688766 | NOR Flash + EEPROM,
pending,P3,3.1 DRAM,,🇨🇳 中国梯队,恒烁股份,688416 | NOR Flash + MCU,
pending,P3,3.2 NAND Flash / SSD,,🌍 全球龙一,三星电子,005930.KS | NAND 全球第一,
pending,P3,3.2 NAND Flash / SSD,,🌍 全球龙二,铠侠,285A.T | NAND 第二梯队,
pending,P3,3.2 NAND Flash / SSD,,🇨🇳 中国 SSD 主控,联芸科技,688449 | 国产 SSD 主控龙头,
pending,P3,3.2 NAND Flash / SSD,,🇨🇳 中国模组龙一,江波龙,301308 | A 股存储模组规模第一,
pending,P3,3.2 NAND Flash / SSD,,🇨🇳 中国模组龙二,德明利,002909 | 存储主控+模组,
pending,P3,3.2 NAND Flash / SSD,,🇨🇳 中国模组龙三,佰维存储,688525 | 嵌入式存储+SSD,
pending,P3,3.2 NAND Flash / SSD,,🇨🇳 中国存储封测,深科技,000021 | 存储封测 + 模组,
pending,P1,3.3 HBM（史诗级紧缺）,,🌍 全球 HBM 龙头,SK 海力士,000660.KS | HBM 出货市占 57-62%,
pending,P1,3.3 HBM（史诗级紧缺）,,🌍 全球 HBM 龙二,三星电子,005930.KS | HBM 出货市占约 39%,
pending,P1,3.3 HBM（史诗级紧缺）,,🌍 全球 HBM 龙三,美光,MU | HBM 出货市占约 8%,
pending,P1,3.3 HBM（史诗级紧缺）,,🇨🇳 中国分销核心,香农芯创,300475 | SK 海力士 HBM 国内核心分销,
pending,P1,3.3 HBM（史诗级紧缺）,,🇨🇳 中国前驱体独家,雅克科技,002409 | HBM 前驱体国内唯一,
pending,P1,3.3 HBM（史诗级紧缺）,,🇨🇳 中国检测唯一,赛腾股份,603283 | HBM 全制程检测设备,
pending,P1,3.3 HBM（史诗级紧缺）,,🇨🇳 中国封装,通富微电,002156 | HBM3e 堆叠封装龙头,
pending,P1,3.3 HBM（史诗级紧缺）,,🇨🇳 中国材料,华海诚科,688535 | HBM 专用 GMC（环氧塑封料）,
pending,P1,3.3 HBM（史诗级紧缺）,,🇨🇳 中国材料,安集科技,688019 | CMP 抛光液（HBM 相关收入占 25%）,
pending,P1,3.3 HBM（史诗级紧缺）,,🇨🇳 中国材料,联瑞新材,688300 | 封装用硅微粉（HBM 填料）,
pending,P1,3.3 HBM（史诗级紧缺）,,🇨🇳 中国载板,兴森科技,002436 | FCBGA 载板（HBM 基板）,
pending,P2,3.4 存储接口芯片 / CXL,,🌍 全球龙一,澜起科技,688008 | DDR5 RCD 全球市占超 40%,
pending,P2,3.4 存储接口芯片 / CXL,,🇨🇳 中国配套,聚辰股份,688123 | SPD EEPROM（DDR5 配套）,
pending,P2,3.4 存储接口芯片 / CXL,,🇨🇳 CXL 布局,澜起科技,688008 | CXL MXC 内存扩展控制器,
pending,P2,3.5 存储上游设备与材料,,🌍 全球设备龙一,应用材料,AMAT | 薄膜+刻蚀全球龙头,
pending,P2,3.5 存储上游设备与材料,,🌍 全球设备龙二,泛林,LRCX | 刻蚀全球龙头,
pending,P2,3.5 存储上游设备与材料,,🇨🇳 中国设备龙一,北方华创,002371 | 刻蚀/薄膜/清洗,
pending,P2,3.5 存储上游设备与材料,,🇨🇳 中国设备龙二,中微公司,688012 | 高端刻蚀+LPCVD/ALD,
pending,P2,3.5 存储上游设备与材料,,🇨🇳 中国材料,沪硅产业,688126 | 大硅片/存储芯片基础材料,
pending,P2,3.6 存储主控芯片,,国科微,300672,固态硬盘主控（自研）,
pending,P2,3.6 存储主控芯片,,联芸科技,688449,国产 SSD 主控龙头,
pending,P2,3.6 存储主控芯片,,得一微,IPO 已过会,NAND Flash 主控,
pending,P2,3.6 存储主控芯片,,德明利,002909,存储主控+模组,
pending,P2,3.7 数据存储 / 灾备系统,,同有科技,300302,数据存储/灾备,
pending,P2,3.7 数据存储 / 灾备系统,,海量数据,603138,数据库+存储方案,
pending,P2,3.7 数据存储 / 灾备系统,,浪潮信息,000977,存储服务器,
pending,P2,3.7 数据存储 / 灾备系统,,中科曙光,603019,存储系统（ParaStor）,
pending,P2,3.8 存储封测（细分） 🆕,,长电科技,600584,存储封测（已列）,
pending,P2,3.8 存储封测（细分） 🆕,,通富微电,002156,HBM堆叠封装（已列）,
pending,P2,3.8 存储封测（细分） 🆕,,华天科技,002185,TSV/SiP存储封测（已列）,
pending,P2,3.8 存储封测（细分） 🆕,,甬矽电子,688362,Fan-out/SiP（已列）,
pending,P2,3.8 存储封测（细分） 🆕,,气派科技,688216,存储芯片常规封测,
pending,P2,3.8 存储封测（细分） 🆕,,颀中科技,688352,显示驱动封测/存储封测,
pending,P2,3.8 存储封测（细分） 🆕,,汇成股份,688403,存储封测配套,
pending,P2,3.9 存储上游硅片与衬底材料 🆕,,沪硅产业,688126,300mm大硅片（已列）,
pending,P2,3.9 存储上游硅片与衬底材料 🆕,,立昂微,605358,硅片（轻掺/重掺）（已列）,
pending,P2,3.9 存储上游硅片与衬底材料 🆕,,神工股份,688233,NAND刻蚀用硅电极材料，2025净利+146.54%,
pending,P2,3.9 存储上游硅片与衬底材料 🆕,,有研硅,688432,半导体硅片/区熔硅片,
pending,P2,3.9 存储上游硅片与衬底材料 🆕,,上海合晶,688584,硅外延片,
pending,P2,3.9 存储上游硅片与衬底材料 🆕,,中晶科技,003026,研磨片,
pending,P2,3.10 DDR5 内存配套芯片 🆕,,🌍 RCD龙一,澜起科技,688008 | DDR5 RCD/MDB/SPD Hub/TS,
pending,P2,3.10 DDR5 内存配套芯片 🆕,,🇨🇳 SPD EEPROM,聚辰股份,688123 | SPD EEPROM+TS温度传感器,
pending,P2,3.10 DDR5 内存配套芯片 🆕,,🇨🇳 PMIC配套,圣邦股份,300661 | DDR5 PMIC/内存电源管理,
pending,P2,3.10 DDR5 内存配套芯片 🆕,,🇨🇳 测试座,和林微纳,688661 | DDR5测试探针/测试座,
pending,P1,3.11 存储测试与老化设备 🆕,,华兴源创,688001,存储测试设备(NAND/DRAM),
pending,P1,3.11 存储测试与老化设备 🆕,,长川科技,300604,存储测试机/分选机，DRAM测试通过华为验证,
pending,P1,3.11 存储测试与老化设备 🆕,,联动科技,301369,存储芯片测试/老化,
pending,P1,3.11 存储测试与老化设备 🆕,,中科飞测,688361,存储晶圆量测检测（已列）,
pending,P1,3.11 存储测试与老化设备 🆕,,和林微纳,688661,存储测试探针/MEMS探针卡（已列）,
pending,P1,4.1 液冷散热（数据中心）,,英维克,002837,数据中心液冷龙头（冷板/浸没/氟泵）,
pending,P1,4.1 液冷散热（数据中心）,,高澜股份,300499,数据中心冷板式液冷,
pending,P1,4.1 液冷散热（数据中心）,,申菱环境,301018,机房精密空调 + 液冷方案,
pending,P1,4.1 液冷散热（数据中心）,,永贵电器,300351,液冷连接器/快接头,
pending,P1,4.1 液冷散热（数据中心）,,飞荣达,300602,液冷板 + 电磁屏蔽 + 散热,
pending,P1,4.1 液冷散热（数据中心）,,双良节能,600481,数据中心液冷 + 溴冷机,
pending,P1,4.1 液冷散热（数据中心）,,依米康,300249,精密空调 + 液冷方案,
pending,P1,4.1 液冷散热（数据中心）,,佳力图,603912,精密空调（数据中心温控）,
pending,P1,4.1 液冷散热（数据中心）,,海兰信,300065,海底数据中心（自然冷却）,
pending,P3,4.2 核电（AI 清洁基荷能源）,,中国核电,601985,核电运营龙头（中核集团）,
pending,P3,4.2 核电（AI 清洁基荷能源）,,中国广核,003816,核电运营龙二（中广核）,
pending,P3,4.2 核电（AI 清洁基荷能源）,,中核科技,000777,核电阀门,
pending,P3,4.2 核电（AI 清洁基荷能源）,,江苏神通,002438,核电阀门（市占率高）,
pending,P3,4.2 核电（AI 清洁基荷能源）,,应流股份,603308,核电铸件/零部件,
pending,P3,4.2 核电（AI 清洁基荷能源）,,久立特材,002318,核电管材,
pending,P3,4.2 核电（AI 清洁基荷能源）,,东方电气,600875,核电主设备（核岛/常规岛）,
pending,P3,4.2 核电（AI 清洁基荷能源）,,上海电气,601727,核电主设备,
pending,P3,4.2 核电（AI 清洁基荷能源）,,沃尔核材,002130,核电电缆料/热缩材料,
pending,P3,4.3 柴发 / 备用电源（数据中心）,,潍柴重机,000880,大功率柴油发电机组,
pending,P3,4.3 柴发 / 备用电源（数据中心）,,科泰电源,300153,数据中心柴发/备用电源,
pending,P3,4.3 柴发 / 备用电源（数据中心）,,泰豪科技,600590,应急电源车/柴发,
pending,P3,4.3 柴发 / 备用电源（数据中心）,,潍柴动力,000338,柴油发动机龙头,
pending,P2,4.4 储能 / UPS / HVDC（数据中心电源）,,科华数据,002335,UPS 龙头 + 数据中心电源,
pending,P2,4.4 储能 / UPS / HVDC（数据中心电源）,,科士达,002518,UPS + 储能 + 充电桩,
pending,P2,4.4 储能 / UPS / HVDC（数据中心电源）,,中恒电气,002364,HVDC 电源系统（巴拿马电源）,
pending,P2,4.4 储能 / UPS / HVDC（数据中心电源）,,盛弘股份,300693,储能 PCS + 电能质量,
pending,P2,4.4 储能 / UPS / HVDC（数据中心电源）,,易事特,300376,UPS + 储能 + IDC,
pending,P2,4.4 储能 / UPS / HVDC（数据中心电源）,,英威腾,002334,UPS + 工业自动化,
pending,P2,4.4 储能 / UPS / HVDC（数据中心电源）,,欧陆通,300870,服务器电源,
pending,P2,4.5 电力设备 / 变压器 / 输配电,,国电南瑞,600406,电力自动化/智能电网,
pending,P2,4.5 电力设备 / 变压器 / 输配电,,特变电工,600089,变压器/特高压/新能源,
pending,P2,4.5 电力设备 / 变压器 / 输配电,,正泰电器,601877,低压电器/配电,
pending,P2,4.5 电力设备 / 变压器 / 输配电,,思源电气,600517,输配电设备,
pending,P2,4.5 电力设备 / 变压器 / 输配电,,平高电气,600312,高压开关/GIS,
pending,P2,4.5 电力设备 / 变压器 / 输配电,,许继电气,000400,智能电网/直流输电/充电桩,
pending,P2,4.5 电力设备 / 变压器 / 输配电,,金盘科技,688676,干式变压器（数据中心专用）,
pending,P3,4.6 光伏 / 风电（AI 绿电保障）,,隆基绿能,601012,硅片+组件全球龙头,
pending,P3,4.6 光伏 / 风电（AI 绿电保障）,,通威股份,600438,硅料+电池片龙头,
pending,P3,4.6 光伏 / 风电（AI 绿电保障）,,阳光电源,300274,逆变器+储能系统全球龙一,
pending,P3,4.6 光伏 / 风电（AI 绿电保障）,,晶科能源,688223,组件出口龙头,
pending,P3,4.6 光伏 / 风电（AI 绿电保障）,,天合光能,688599,组件+支架+储能,
pending,P3,4.6 光伏 / 风电（AI 绿电保障）,,金风科技,002202,风机整机龙头,
pending,P3,4.6 光伏 / 风电（AI 绿电保障）,,明阳智能,601615,海上风电龙头,
pending,P3,5.1 研发投入强度 TOP,,寒武纪,688256,~180%,
pending,P3,5.1 研发投入强度 TOP,,芯原股份,688521,~40%,
pending,P3,5.1 研发投入强度 TOP,,金山办公,688111,~32%,
pending,P3,5.1 研发投入强度 TOP,,澜起科技,688008,~25%,
pending,P3,5.1 研发投入强度 TOP,,海光信息,688041,~25%,
pending,P3,5.1 研发投入强度 TOP,,中科曙光,603019,~10%,
pending,P3,5.2 研发投入绝对值 TOP,,中兴通讯,000063,200 亿+,
pending,P3,5.2 研发投入绝对值 TOP,,海康威视,002415,100 亿+,
pending,P3,5.2 研发投入绝对值 TOP,,京东方,000725,90 亿+,
pending,P3,5.2 研发投入绝对值 TOP,,中芯国际,688981,60 亿+,
pending,P3,5.2 研发投入绝对值 TOP,,紫光股份,000938,50 亿+,
pending,P3,5.3 顶尖团队 / 创始背景,,海光信息,688041,AMD x86 授权团队,
pending,P3,5.3 顶尖团队 / 创始背景,,澜起科技,688008,Intel/三星系高管,
pending,P3,5.3 顶尖团队 / 创始背景,,寒武纪,688256,中科院计算所孵化,
pending,P3,5.3 顶尖团队 / 创始背景,,中际旭创,300308,硅光子博士团队,
pending,P3,5.3 顶尖团队 / 创始背景,,立讯精密,002475,富士康系,
pending,P3,5.3 顶尖团队 / 创始背景,,中科曙光,603019,中科院计算所背景,
pending,P3,5.3 顶尖团队 / 创始背景,,龙芯中科,688047,中科院计算所,
pending,P3,5.3 顶尖团队 / 创始背景,,兆易创新,603986,海外半导体背景,
pending,P3,链路五：光通信升级周期,,细分环节,国产化率,卡位难度 | 弹性 | 核心标的,
pending,P3,链路五：光通信升级周期,,AI 训练芯片,~5%,⭐⭐⭐⭐⭐ | 极高 | 寒武纪/海光信息,
pending,P3,链路五：光通信升级周期,,HBM,~0%,⭐⭐⭐⭐⭐ | 极高 | 赛腾/雅克/华海诚科,
pending,P3,链路五：光通信升级周期,,光芯片 EML,~4%,⭐⭐⭐⭐⭐ | 极高 | 源杰科技/长光华芯,
pending,P3,链路五：光通信升级周期,,光模块,~30%,⭐⭐⭐ | 中高 | 中际旭创/天孚通信,
pending,P3,链路五：光通信升级周期,,存储主控,~10%,⭐⭐⭐⭐ | 高 | 联芸科技/国科微,
pending,P3,链路五：光通信升级周期,,交换芯片,~5%,⭐⭐⭐⭐⭐ | 极高 | 盛科通信,
pending,P3,链路五：光通信升级周期,,先进封装,~15%,⭐⭐⭐ | 中高 | 长电科技/通富微电,
pending,P3,链路五：光通信升级周期,,GPU,~2%,⭐⭐⭐⭐⭐ | 极高 | 海光信息/景嘉微,
pending,P3,链路五：光通信升级周期,,内存接口,~45%,⭐⭐ | 中 | 澜起科技,
pending,P3,链路五：光通信升级周期,,PCB,~50%,⭐⭐ | 中 | 沪电股份/深南电路,
pending,P3,链路五：光通信升级周期,,液冷,~60%,⭐⭐ | 中 | 英维克/高澜股份,
pending,P3,链路五：光通信升级周期,,光纤光缆,~40%,⭐ | 低 | 长飞光纤/亨通光电,
